timestamp,cpu_percent,memory_percent,memory_used_gb,disk_usage_percent,disk_used_gb,is_anomaly
2025-10-05 23:36:52.925650+00:00,22.7,80.1,12.54,40.6,115.06,0
2025-10-05 23:36:59.769239+00:00,24.5,80.0,12.52,40.6,115.06,0
2025-10-05 23:37:05.935361+00:00,24.8,79.6,12.45,40.6,115.06,0
2025-10-05 23:37:12.638918+00:00,25.4,80.1,12.54,40.6,115.06,0
2025-10-05 23:37:19.061491+00:00,25.5,79.2,12.4,40.6,115.06,0
2025-10-05 23:37:25.682269+00:00,19.4,79.3,12.41,40.6,115.06,0
2025-10-05 23:37:31.736061+00:00,27.2,79.4,12.43,40.6,115.06,0
2025-10-05 23:37:38.605520+00:00,24.7,79.2,12.4,40.6,115.06,0
2025-10-05 23:37:45.195986+00:00,30.1,78.8,12.33,40.6,115.06,0
2025-10-05 23:37:51.585817+00:00,21.8,78.6,12.3,40.6,115.06,0
2025-10-05 23:37:58.151359+00:00,30.0,78.9,12.35,40.6,115.06,0
2025-10-05 23:38:04.411685+00:00,25.9,78.8,12.34,40.6,115.06,0
2025-10-05 23:38:11.044971+00:00,97.1671468219425,78.8,12.33,40.6,115.06,1
2025-10-05 23:38:17.123130+00:00,25.6,78.4,12.26,40.6,115.06,0
2025-10-05 23:38:23.462503+00:00,41.4,78.5,12.28,40.6,115.06,0
2025-10-05 23:38:29.751486+00:00,30.5,78.2,12.24,40.6,115.06,0
2025-10-05 23:38:36.218271+00:00,26.7,79.2,12.4,40.6,115.06,0
2025-10-05 23:38:42.643523+00:00,33.0,78.9,12.35,40.6,115.06,0
2025-10-05 23:38:49.569450+00:00,31.9,79.5,12.45,40.6,115.06,0
2025-10-05 23:38:55.598635+00:00,29.9,79.1,12.37,40.6,115.06,0
2025-10-05 23:39:01.839275+00:00,27.0,79.1,12.37,40.6,115.06,0
2025-10-05 23:39:08.285109+00:00,45.9,79.0,12.37,40.6,115.06,0
2025-10-05 23:39:14.940889+00:00,27.4,79.2,12.39,40.6,115.06,0
2025-10-05 23:39:21.373531+00:00,22.9,78.4,12.26,40.6,115.06,0
2025-10-05 23:39:28.092484+00:00,24.4,79.4,12.43,40.6,115.06,0
2025-10-05 23:39:34.717921+00:00,29.0,79.5,12.44,40.6,115.06,0
2025-10-05 23:39:40.946883+00:00,28.9,78.9,12.35,40.6,115.06,0
2025-10-05 23:39:47.224742+00:00,40.4,79.0,12.36,40.6,115.06,0
2025-10-05 23:39:53.552133+00:00,21.8,78.7,12.31,40.6,115.06,0
2025-10-05 23:40:00.201718+00:00,32.0,79.3,12.41,40.6,115.06,0
2025-10-05 23:40:06.311607+00:00,22.6,78.6,12.29,40.6,115.06,0
2025-10-05 23:40:12.907417+00:00,27.0,78.6,12.3,40.6,115.06,0
2025-10-05 23:40:19.189056+00:00,28.8,78.4,12.27,40.6,115.06,0
2025-10-05 23:40:25.740789+00:00,26.8,79.6,12.46,40.6,115.06,0
2025-10-05 23:40:32.205193+00:00,25.8,79.2,12.39,40.6,115.06,0
2025-10-05 23:40:38.696811+00:00,30.7,79.2,12.39,40.6,115.06,0
2025-10-05 23:40:44.949205+00:00,24.3,79.2,12.4,40.6,115.06,0
2025-10-05 23:40:51.429436+00:00,28.2,79.3,12.41,40.6,115.06,0
2025-10-05 23:40:57.681424+00:00,29.9,79.2,12.4,40.6,115.06,0
2025-10-05 23:41:03.956723+00:00,30.5,79.0,12.37,40.6,115.06,0
2025-10-05 23:41:10.423727+00:00,28.4,79.2,12.39,40.6,115.06,0
2025-10-05 23:41:16.657658+00:00,34.5,78.7,12.32,40.6,115.06,0
2025-10-05 23:41:22.955534+00:00,16.3,78.9,12.35,40.6,115.06,0
2025-10-05 23:41:29.111176+00:00,22.1,78.8,12.33,40.6,115.06,0
2025-10-05 23:41:35.585153+00:00,23.7,78.9,12.35,40.6,115.06,0
2025-10-05 23:41:41.677177+00:00,23.3,78.9,12.34,40.6,115.06,0
2025-10-05 23:41:48.081842+00:00,32.9,78.9,12.34,40.6,115.06,0
2025-10-05 23:41:54.161790+00:00,22.7,79.3,12.41,40.6,115.06,0
2025-10-05 23:42:00.605159+00:00,19.3,79.7,12.47,40.6,115.06,0
2025-10-05 23:42:06.656672+00:00,25.5,79.2,12.4,40.6,115.06,0
2025-10-05 23:42:12.747853+00:00,28.8,79.4,12.43,40.6,115.06,0
2025-10-05 23:42:18.981754+00:00,27.2,79.1,12.37,40.6,115.06,0
2025-10-05 23:42:25.357385+00:00,33.6,79.1,12.38,40.6,115.06,0
2025-10-05 23:42:31.464880+00:00,27.7,79.1,12.38,40.6,115.06,0
2025-10-05 23:42:37.728054+00:00,29.9,79.5,12.43,40.6,115.06,0
2025-10-05 23:42:43.986057+00:00,30.1,78.7,12.31,40.6,115.06,0
2025-10-05 23:42:50.796377+00:00,32.9,78.8,12.34,40.6,115.06,0
2025-10-05 23:42:57.578104+00:00,24.7,79.1,12.37,40.6,115.06,0
2025-10-05 23:43:05.142079+00:00,25.0,79.8,12.48,40.6,115.06,0
2025-10-05 23:43:12.254801+00:00,30.2,80.6,12.62,40.6,115.06,0
2025-10-05 23:43:18.550804+00:00,33.8,79.5,12.44,40.6,115.06,0
2025-10-05 23:43:25.257488+00:00,27.9,79.5,12.44,40.6,115.06,0
2025-10-05 23:43:31.507406+00:00,25.1,79.2,12.4,40.6,115.06,0
2025-10-05 23:43:37.945848+00:00,29.8,79.2,12.39,40.6,115.06,0
2025-10-05 23:43:44.056614+00:00,27.2,79.0,12.36,40.6,115.06,0
2025-10-05 23:43:50.820210+00:00,26.8,79.5,12.44,40.6,115.06,0
2025-10-05 23:43:57.514527+00:00,20.8,80.3,12.57,40.6,115.06,0
2025-10-05 23:44:04.049727+00:00,32.0,80.6,12.61,40.6,115.06,0
2025-10-05 23:44:10.771325+00:00,33.1,81.3,12.73,40.6,115.06,0
2025-10-05 23:44:17.092051+00:00,25.9,82.1,12.85,40.6,115.06,0
2025-10-05 23:44:23.615530+00:00,26.8,80.0,12.51,40.6,115.06,0
2025-10-05 23:44:29.841855+00:00,22.7,79.7,12.47,40.6,115.06,0
2025-10-05 23:44:36.477044+00:00,25.6,79.5,12.44,40.6,115.06,0
2025-10-05 23:44:42.811554+00:00,20.1,79.6,12.46,40.6,115.06,0
2025-10-05 23:44:49.367648+00:00,36.3,79.8,12.48,40.6,115.06,0
2025-10-05 23:44:55.508640+00:00,33.0,79.6,12.45,40.6,115.06,0
2025-10-05 23:45:02.455472+00:00,34.2,79.5,12.44,40.6,115.06,0
2025-10-05 23:45:08.817583+00:00,28.5,79.5,12.43,40.6,115.06,0
2025-10-05 23:45:15.145184+00:00,29.6,79.6,12.45,40.6,115.06,0
2025-10-05 23:45:21.447159+00:00,27.0,79.8,12.48,40.6,115.06,0
2025-10-05 23:45:27.540660+00:00,24.2,79.6,12.45,40.6,115.06,0
2025-10-05 23:45:34.116049+00:00,17.8,79.8,12.49,40.6,115.06,0
2025-10-05 23:45:40.542171+00:00,31.0,79.7,12.48,40.6,115.06,0
2025-10-05 23:45:46.775677+00:00,21.2,79.5,12.44,40.6,115.06,0
2025-10-05 23:45:53.249122+00:00,20.9,79.9,12.51,40.6,115.06,0
2025-10-05 23:45:59.530245+00:00,24.9,79.9,12.5,40.6,115.06,0
2025-10-05 23:46:05.781903+00:00,25.2,79.8,12.49,40.6,115.06,0
2025-10-05 23:46:12.188217+00:00,20.1,79.8,12.48,40.6,115.06,0
2025-10-05 23:46:18.520934+00:00,24.5,79.8,12.49,40.6,115.06,0
2025-10-05 23:46:24.899873+00:00,30.1,79.7,12.47,40.6,115.06,0
2025-10-05 23:46:31.108454+00:00,27.9,79.4,12.43,40.6,115.06,0
2025-10-05 23:46:37.589003+00:00,29.5,79.7,12.47,40.6,115.06,0
2025-10-05 23:46:43.635376+00:00,27.4,79.0,12.36,40.6,115.06,0
2025-10-05 23:46:49.806515+00:00,17.5,80.0,12.51,40.6,115.06,0
2025-10-05 23:46:55.996220+00:00,95.27285450819632,79.8,12.49,40.6,115.06,1
2025-10-05 23:47:02.328212+00:00,27.7,79.8,12.49,40.6,115.06,0
2025-10-05 23:47:08.402072+00:00,20.5,79.8,12.48,40.6,115.06,0
2025-10-05 23:47:14.641817+00:00,31.7,79.8,12.49,40.6,115.06,0
2025-10-05 23:47:20.805016+00:00,22.0,79.4,12.43,40.6,115.06,0
2025-10-05 23:47:27.714659+00:00,26.2,79.6,12.46,40.6,115.06,0
2025-10-05 23:47:34.025467+00:00,27.3,80.9,12.66,40.6,115.06,0
2025-10-05 23:47:40.294349+00:00,37.0,79.5,12.45,40.6,115.06,0
2025-10-05 23:47:46.868384+00:00,27.4,79.0,12.37,40.6,115.06,0
2025-10-05 23:47:53.383212+00:00,38.3,78.8,12.33,40.6,115.06,0
2025-10-05 23:48:00.113800+00:00,30.9,79.6,12.46,40.6,115.06,0
2025-10-05 23:48:06.432388+00:00,28.2,80.0,12.51,40.6,115.06,0
2025-10-05 23:48:12.754253+00:00,24.3,80.0,12.52,40.6,115.06,0
2025-10-05 23:48:18.968490+00:00,23.8,79.6,12.46,40.6,115.06,0
2025-10-05 23:48:25.409438+00:00,27.1,79.7,12.47,40.6,115.06,0
2025-10-05 23:48:31.644790+00:00,94.57880867872069,79.6,12.46,40.6,115.06,1
2025-10-05 23:48:38.089195+00:00,24.1,79.4,12.43,40.6,115.06,0
2025-10-05 23:48:44.342634+00:00,16.6,79.2,12.4,40.6,115.06,0
2025-10-05 23:48:50.706877+00:00,19.9,79.1,12.37,40.6,115.06,0
2025-10-05 23:48:57.066286+00:00,27.0,79.6,12.45,40.6,115.06,0
2025-10-05 23:49:03.328486+00:00,17.8,79.7,12.47,40.6,115.06,0
2025-10-05 23:49:10.084757+00:00,26.2,79.6,12.46,40.6,115.06,0
2025-10-05 23:49:16.433299+00:00,24.8,79.7,12.47,40.6,115.06,0
2025-10-05 23:49:22.888767+00:00,20.9,79.5,12.43,40.6,115.06,0
2025-10-05 23:49:29.165048+00:00,25.9,79.7,12.48,40.6,115.06,0
2025-10-05 23:49:35.648982+00:00,30.9,79.7,12.47,40.6,115.06,0
2025-10-05 23:49:42.035057+00:00,22.5,79.7,12.47,40.6,115.06,0
2025-10-05 23:49:48.230013+00:00,26.7,79.7,12.48,40.6,115.06,0
2025-10-05 23:49:54.561109+00:00,29.1,79.1,12.38,40.6,115.06,0
2025-10-05 23:50:00.720266+00:00,28.0,79.0,12.37,40.6,115.06,0
2025-10-05 23:50:07.006667+00:00,24.4,79.6,12.46,40.6,115.06,0
2025-10-05 23:50:13.378150+00:00,34.9,79.6,12.45,40.6,115.06,0
2025-10-05 23:50:19.735895+00:00,21.4,79.8,12.48,40.6,115.06,0
2025-10-05 23:50:25.927090+00:00,17.2,79.6,12.46,40.6,115.06,0
2025-10-05 23:50:32.122639+00:00,33.3,79.7,12.47,40.6,115.06,0
2025-10-05 23:50:38.802649+00:00,25.2,80.2,12.54,40.6,115.06,0
2025-10-05 23:50:45.053978+00:00,22.0,79.8,12.48,40.6,115.06,0
2025-10-05 23:50:51.440304+00:00,25.5,80.2,12.55,40.6,115.06,0
2025-10-05 23:50:57.627914+00:00,24.7,79.7,12.47,40.6,115.06,0
2025-10-05 23:51:04.152151+00:00,20.9,79.5,12.44,40.6,115.06,0
2025-10-05 23:51:10.855951+00:00,27.9,79.5,12.44,40.6,115.06,0
2025-10-05 23:51:17.092555+00:00,36.1,79.6,12.46,40.6,115.06,0
2025-10-05 23:51:23.340846+00:00,34.0,80.5,12.6,40.6,115.06,0
2025-10-05 23:51:29.818855+00:00,45.4,82.6,12.93,40.6,115.06,0
2025-10-05 23:51:36.354241+00:00,25.4,82.5,12.92,40.6,115.06,0
2025-10-05 23:51:42.648162+00:00,23.8,82.6,12.93,40.6,115.06,0
2025-10-05 23:51:48.857304+00:00,24.0,81.9,12.82,40.6,115.06,0
2025-10-05 23:51:55.276829+00:00,18.2,82.1,12.84,40.6,115.06,0
2025-10-05 23:52:01.687506+00:00,26.5,82.0,12.83,40.6,115.06,0
2025-10-05 23:52:07.797205+00:00,23.4,82.0,12.83,40.6,115.06,0
2025-10-05 23:52:14.267939+00:00,32.2,82.8,12.95,40.6,115.06,0
2025-10-05 23:52:20.533784+00:00,31.2,81.8,12.8,40.6,115.06,0
2025-10-05 23:52:27.200480+00:00,17.8,82.0,12.84,40.6,115.06,0
2025-10-05 23:52:33.453833+00:00,26.5,81.7,12.79,40.6,115.06,0
2025-10-05 23:52:39.937473+00:00,24.2,82.1,12.85,40.6,115.06,0
2025-10-05 23:52:46.165617+00:00,26.5,81.9,12.82,40.6,115.06,0
2025-10-05 23:52:52.678615+00:00,27.5,82.1,12.84,40.6,115.06,0
2025-10-05 23:52:59.150969+00:00,25.5,81.5,12.76,40.6,115.06,0
2025-10-05 23:53:05.800261+00:00,25.9,81.4,12.74,40.6,115.06,0
2025-10-05 23:53:12.131359+00:00,26.4,81.8,12.79,40.6,115.06,0
2025-10-05 23:53:18.649779+00:00,28.2,82.2,12.87,40.6,115.06,0
2025-10-05 23:53:24.865977+00:00,27.3,81.8,12.8,40.6,115.06,0
2025-10-05 23:53:31.518875+00:00,21.1,82.0,12.83,40.6,115.06,0
2025-10-05 23:53:37.730973+00:00,26.8,81.3,12.73,40.6,115.06,0
2025-10-05 23:53:43.970798+00:00,31.7,81.7,12.78,40.6,115.06,0
2025-10-05 23:53:50.388221+00:00,21.9,81.5,12.76,40.6,115.06,0
2025-10-05 23:53:56.686032+00:00,29.1,81.7,12.79,40.6,115.06,0
2025-10-05 23:54:03.203352+00:00,28.2,81.4,12.74,40.6,115.06,0
2025-10-05 23:54:09.311953+00:00,15.6,81.1,12.69,40.6,115.06,0
2025-10-05 23:54:15.723690+00:00,24.3,81.5,12.75,40.6,115.06,0
2025-10-05 23:54:21.962338+00:00,14.6,81.3,12.73,40.6,115.06,0
2025-10-05 23:54:28.494152+00:00,24.1,81.5,12.75,40.6,115.06,0
2025-10-05 23:54:34.643995+00:00,26.4,81.3,12.72,40.6,115.06,0
2025-10-05 23:54:40.792965+00:00,35.4,81.3,12.73,40.6,115.06,0
2025-10-05 23:54:47.070667+00:00,26.9,81.3,12.72,40.6,115.06,0
2025-10-05 23:54:53.569084+00:00,25.5,81.8,12.79,40.6,115.06,0
2025-10-05 23:54:59.875969+00:00,24.1,81.2,12.71,40.6,115.06,0
2025-10-05 23:55:06.038856+00:00,20.1,81.5,12.75,40.6,115.06,0
2025-10-05 23:55:12.417447+00:00,26.9,81.4,12.74,40.6,115.06,0
2025-10-05 23:55:18.836362+00:00,31.6,81.5,12.76,40.6,115.06,0
2025-10-05 23:55:25.104302+00:00,25.8,81.1,12.69,40.6,115.06,0
2025-10-05 23:55:31.279330+00:00,26.5,81.7,12.78,40.6,115.06,0
2025-10-05 23:55:37.631080+00:00,28.7,81.3,12.73,40.6,115.06,0
2025-10-05 23:55:43.926433+00:00,23.0,81.2,12.71,40.6,115.06,0
2025-10-05 23:55:49.950521+00:00,26.1,81.1,12.68,40.6,115.06,0
2025-10-05 23:55:56.483558+00:00,21.0,81.2,12.71,40.6,115.06,0
2025-10-05 23:56:02.735980+00:00,31.4,81.1,12.69,40.6,115.06,0
2025-10-05 23:56:09.129466+00:00,29.4,81.1,12.7,40.6,115.06,0
2025-10-05 23:56:15.473927+00:00,26.5,81.6,12.77,40.6,115.06,0
2025-10-05 23:56:21.663058+00:00,23.2,81.5,12.76,40.6,115.06,0
2025-10-05 23:56:28.195412+00:00,31.6,81.7,12.78,40.6,115.06,0
2025-10-05 23:56:34.437299+00:00,26.0,81.7,12.79,40.6,115.06,0
2025-10-05 23:56:40.941859+00:00,23.7,82.2,12.86,40.6,115.06,0
2025-10-05 23:56:47.190072+00:00,28.9,81.5,12.75,40.6,115.06,0
2025-10-05 23:56:53.870374+00:00,23.3,81.5,12.76,40.6,115.06,0
2025-10-05 23:57:00.254701+00:00,26.5,81.2,12.7,40.6,115.06,0
2025-10-05 23:57:06.465852+00:00,26.9,81.9,12.82,40.6,115.06,0
2025-10-05 23:57:13.046042+00:00,26.3,81.9,12.82,40.6,115.06,0
2025-10-05 23:57:20.087241+00:00,22.7,82.1,12.85,40.6,115.06,0
2025-10-05 23:57:26.470689+00:00,22.1,81.2,12.71,40.6,115.06,0
2025-10-05 23:57:32.720209+00:00,32.8,81.2,12.71,40.6,115.06,0
2025-10-05 23:57:39.089734+00:00,20.9,81.2,12.71,40.6,115.06,0
2025-10-05 23:57:45.532884+00:00,13.1,81.3,12.73,40.6,115.06,0
2025-10-05 23:57:52.199753+00:00,38.0,82.2,12.86,40.6,115.06,0
2025-10-05 23:57:58.514888+00:00,26.3,81.6,12.77,40.6,115.06,0
2025-10-05 23:58:05.114023+00:00,29.7,82.0,12.83,40.6,115.06,0
2025-10-05 23:58:11.347966+00:00,29.1,81.2,12.7,40.6,115.06,0
2025-10-05 23:58:17.757923+00:00,33.9,81.2,12.7,40.6,115.06,0
2025-10-05 23:58:24.020139+00:00,26.3,81.1,12.69,40.6,115.06,0
2025-10-05 23:58:30.297036+00:00,26.4,81.8,12.8,40.6,115.06,0
2025-10-05 23:58:36.449092+00:00,28.0,81.5,12.75,40.6,115.06,0
2025-10-05 23:58:42.544101+00:00,23.2,81.9,12.81,40.6,115.06,0
